agent,id,difficulty,gold_success,agent_success,sql_generated,prediction_success,content_match,strict_match,answer_scalar_match,gold_row_count,predicted_row_count,agent_elapsed_s,prediction_error,agent_error,question,generated_sql
pydantic_ai,DENSE_TABLE_001,L1,True,True,True,True,True,False,True,1,1,3.8806209999966086,,,Quantos registros existem na tabela de staging de internacoes?,"SELECT COUNT(*) AS total_registros
FROM _staging_internacoes"
pydantic_ai,DENSE_TABLE_002,L1,True,True,True,True,True,True,,7,7,4.501140707998275,,,Quais codigos e descricoes existem para carater de internacao?,"SELECT DISTINCT
  c.CAR_INT,
  c.DESCRICAO
FROM car_int c
ORDER BY c.CAR_INT"
pydantic_ai,DENSE_TABLE_003,L1,True,True,True,True,True,False,True,1,1,3.630623792003462,,,Quantos codigos ocupacionais existem na dimensao CBOR?,"SELECT COUNT(DISTINCT CBOR) AS total_codigos_ocupacionais
FROM cbor"
pydantic_ai,DENSE_TABLE_004,L1,True,True,True,True,True,False,,22,22,4.974783459001628,,,Quantos CIDs existem por capitulo no catalogo CID?,"SELECT
  c.""DS_CAPITULO"" AS capitulo_cid,
  COUNT(DISTINCT c.""CID"") AS total_cids
FROM cid c
GROUP BY c.""DS_CAPITULO""
ORDER BY total_cids DESC, capitulo_cid ASC"
pydantic_ai,DENSE_TABLE_005,L1,True,True,True,True,True,False,,4,4,3.9351559999995516,,,Quais codigos e descricoes existem para complexidade?,"SELECT c.COMPLEX AS codigo, c.DESCRICAO AS descricao
FROM complexidade c
ORDER BY c.COMPLEX ASC, c.DESCRICAO ASC"
pydantic_ai,DENSE_TABLE_006,L1,True,True,True,True,True,True,True,1,1,4.453623375000461,,,Quantos tipos de contraceptivos existem no catalogo?,"SELECT COUNT(*) AS total_contraceptivos
FROM contraceptivos"
pydantic_ai,DENSE_TABLE_007,L1,True,True,True,True,True,True,,39,39,5.037180958002864,,,Quais especialidades existem no catalogo de especialidade?,"SELECT ESPEC, DESCRICAO
FROM especialidade
ORDER BY ESPEC"
pydantic_ai,DENSE_TABLE_008,L1,True,True,True,True,True,False,True,1,1,7.769721500000742,,,Quantos registros existem na dimensao de etnia?,SELECT COUNT(*) AS registros FROM etnia
pydantic_ai,DENSE_TABLE_009,L1,True,True,True,True,True,True,True,1,1,2.568331708000187,,,Quantos hospitais existem no cadastro hospitalar carregado?,"SELECT COUNT(*) AS total_hospitais
FROM hospital"
pydantic_ai,DENSE_TABLE_010,L1,True,True,True,True,True,True,,6,6,3.8796856670014677,,,Quais codigos e descricoes existem para instrucao?,"SELECT ""INSTRU"", ""DESCRICAO""
FROM instrucao
ORDER BY ""INSTRU"""
pydantic_ai,DENSE_TABLE_011,L1,True,True,True,True,True,False,,1,1,3.177823667003395,,,"Qual e o volume, mortes e valor total na tabela de internacoes?","SELECT
  COUNT(*) AS volume,
  COUNT(*) FILTER (WHERE MORTE = TRUE) AS mortes,
  SUM(VAL_TOT) AS valor_total
FROM internacoes"
pydantic_ai,DENSE_TABLE_012,L1,True,True,True,True,True,False,,17,17,4.915289167001902,,,Quais codigos e descricoes existem para marca de UTI?,"SELECT m.""MARCA_UTI"" AS codigo, m.""DESCRICAO"" AS descricao
FROM marca_uti m
ORDER BY m.""MARCA_UTI"" ASC"
pydantic_ai,DENSE_TABLE_013,L1,True,True,True,True,False,False,,1,1,3.3998484999974607,,,Quantos municipios existem e quantas UFs validas aparecem na dimensao territorial?,"SELECT
  COUNT(*) AS municipios,
  COUNT(DISTINCT SG_UF) AS ufs_validas
FROM municipios
WHERE SG_UF IS NOT NULL"
pydantic_ai,DENSE_TABLE_014,L1,True,True,True,True,True,False,True,1,1,2.6414719999993395,,,Quantos registros existem na dimensao de nacionalidade?,"SELECT COUNT(*) AS registros
FROM nacionalidade"
pydantic_ai,DENSE_TABLE_015,L1,True,True,True,True,True,True,True,1,1,3.9287057499968796,,,Quantos procedimentos existem no catalogo de procedimentos?,SELECT COUNT(*) AS total_procedimentos FROM procedimentos
pydantic_ai,DENSE_TABLE_016,L1,True,True,True,True,True,True,,7,7,5.20339199999944,,,Quais codigos e descricoes existem para raca cor?,"SELECT ""RACA_COR"", ""DESCRICAO""
FROM raca_cor
ORDER BY ""RACA_COR"""
pydantic_ai,DENSE_TABLE_017,L1,True,True,True,True,True,False,,4,4,4.336839042000065,,,Quais codigos e descricoes existem para sexo?,"SELECT s.""SEXO"" AS codigo, s.""DESCRICAO"" AS descricao
FROM sexo s
ORDER BY s.""SEXO"""
pydantic_ai,DENSE_TABLE_018,L1,True,True,True,True,True,True,,1,1,5.144381500002055,,,Qual e o intervalo de anos e total de registros socioeconomicos carregados?,"WITH base AS (
  SELECT
    MIN(""NU_ANO"") AS primeiro_ano,
    MAX(""NU_ANO"") AS ultimo_ano,
    COUNT(*) AS registros
  FROM socioeconomico
)
SELECT primeiro_ano, ultimo_ano, registros
FROM base"
pydantic_ai,DENSE_TABLE_019,L1,True,True,True,True,True,False,,1,1,2.575624124998285,,,Qual e o intervalo de datas disponivel na dimensao tempo?,"SELECT MIN(data) AS primeira_data, MAX(data) AS ultima_data, COUNT(*) AS registros
FROM tempo"
