agent,id,difficulty,gold_success,agent_success,sql_generated,prediction_success,content_match,strict_match,answer_scalar_match,gold_row_count,predicted_row_count,agent_elapsed_s,prediction_error,agent_error,question,generated_sql
pydantic_ai,GT001,easy,True,True,True,True,True,True,True,1,1,3.770822083002713,,,Quantas internações foram registradas no total?,SELECT COUNT(*) AS total_internacoes FROM internacoes
pydantic_ai,GT021,hard,True,True,True,True,True,False,,5,5,8.454197667000699,,,Quais são os 5 procedimentos principais mais registrados nas internações?,"SELECT p.""PROC_REA"", p.""NOME_PROC"" AS procedimento, COUNT(*) AS internacoes
FROM internacoes i
JOIN procedimentos p ON i.""PROC_REA"" = p.""PROC_REA""
GROUP BY p.""PROC_REA"", p.""NOME_PROC""
ORDER BY internacoes DESC, procedimento ASC
LIMIT 5"
pydantic_ai,GT011,medium,True,True,True,True,True,True,True,1,1,5.492934792000597,,,Quantos pacientes têm vínculo previdenciário informado?,"SELECT COUNT(*) AS total_vincprev
FROM internacoes
WHERE ""VINCPREV"" IS NOT NULL
  AND ""VINCPREV"" <> 0"
pydantic_ai,GT002,easy,True,True,True,True,True,True,True,1,1,2.4561467500025174,,,Quantas mortes foram registradas?,SELECT COUNT(*) AS total_mortes FROM internacoes WHERE MORTE = TRUE
pydantic_ai,GT028,hard,True,True,True,True,False,False,,10,10,6.370204541999556,,,Quais sao os 10 municípios com mais de 100 internações com a maior taxa de mortalidade?,"WITH agg AS (
    SELECT
        mu.""NO_MUNICIPIO"" AS municipio,
        mu.""SG_UF"" AS uf,
        COUNT(*) AS internacoes,
        SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS obitos,
        ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / NULLIF(COUNT(*), 0), 2) AS taxa_mortalidade
    FROM internacoes i
    LEFT JOIN municipios mu
        ON i.""MUNIC_RES"" = mu.""CO_MUNICIPIO_6D""
    GROUP BY mu.""NO_MUNICIPIO"", mu.""SG_UF""
    HAVING COUNT(*) > 100
)
SELECT
    municipio,
    uf,
    internacoes,
    obitos,
    taxa_mortalidade
FROM agg
ORDER BY taxa_mortalidade DESC, municipio ASC, uf ASC
LIMIT 10"
pydantic_ai,GT012,medium,True,True,True,True,True,True,True,1,1,2.6459949999989476,,,Quantos pacientes têm nível de instrução informado?,"SELECT COUNT(*) AS total_instrucao
FROM internacoes
WHERE ""INSTRU"" IS NOT NULL
  AND ""INSTRU"" != 0"
pydantic_ai,GT003,easy,True,True,True,True,True,True,True,1,1,7.1357790420006495,,,Quantos procedimentos diferentes existem cadastrados?,"SELECT COUNT(*) AS total_procedimentos
FROM procedimentos"
pydantic_ai,GT044,hard,True,True,True,True,False,False,,3,3,3.686848583001847,,,Qual o custo médio de UTI por faixa etária dos pacientes?,"SELECT CASE WHEN ""IDADE"" < 18 THEN 'Menor' WHEN ""IDADE"" < 60 THEN 'Adulto' ELSE 'Idoso' END AS faixa_etaria, ROUND(AVG(""VAL_UTI""), 2) AS custo_medio_uti FROM internacoes WHERE ""VAL_UTI"" > 0 GROUP BY CASE WHEN ""IDADE"" < 18 THEN 'Menor' WHEN ""IDADE"" < 60 THEN 'Adulto' ELSE 'Idoso' END ORDER BY faixa_etaria"
pydantic_ai,GT014,medium,True,True,True,True,False,False,False,1,1,6.114272040998912,,,Quantas internações por meningite ocasionaram em morte?,"SELECT COUNT(*) AS total_mortes
FROM internacoes i
JOIN cid c ON i.DIAG_PRINC = c.CID
WHERE c.DS_CATEGORIA IN (
  'Meningite viral',
  'Meningite bacter NCOP',
  'Meningite em doenc bacter COP',
  'Meningite em outr doenc infecc e parasit COP',
  'Meningite dev outr causas e a causas NE',
  'Tuberc do sist nervoso',
  'Listeriose',
  'Infecc meningogocica'
)
AND i.MORTE = TRUE"
pydantic_ai,GT004,easy,True,True,True,True,True,True,True,1,1,6.7317221670018625,,,Quantos códigos CID-10 estão disponíveis?,SELECT COUNT(*) AS total_cids FROM cid
pydantic_ai,GT049,hard,True,True,True,True,True,True,,1,1,4.700000958000601,,,Qual a taxa de mortalidade no estado do Rio Grande do Sul em 2021?,"SELECT COUNT(*) AS total_internacoes, SUM(CASE WHEN i.MORTE = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN i.MORTE = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN municipios mu ON i.MUNIC_RES = mu.CO_MUNICIPIO_6D WHERE mu.SG_UF = 'RS' AND EXTRACT(YEAR FROM i.DT_INTER) = 2021"
pydantic_ai,GT018,medium,True,True,True,True,True,True,,0,0,4.640646707997803,,,"Quando houver dados socioeconômicos, quantos habitantes tem o município com a maior população registrada?","WITH latest_year AS (
  SELECT MAX(""NU_ANO"") AS ano
  FROM socioeconomico
  WHERE ""QT_POPULACAO"" IS NOT NULL
)
SELECT
  mu.""NO_MUNICIPIO"" AS municipio_maior_populacao,
  s.""QT_POPULACAO"" AS total_habitantes
FROM socioeconomico s
JOIN latest_year ly
  ON s.""NU_ANO"" = ly.ano
JOIN municipios mu
  ON s.""CO_MUNICIPIO_6D"" = mu.""CO_MUNICIPIO_6D""
WHERE s.""QT_POPULACAO"" IS NOT NULL
ORDER BY s.""QT_POPULACAO"" DESC
LIMIT 1"
pydantic_ai,GT005,easy,True,True,True,True,True,True,False,1,1,2.1372558750008466,,,Quantos hospitais estão cadastrados?,"SELECT COUNT(*) AS total_hospitais
FROM hospital"
pydantic_ai,GT076,hard,True,True,True,True,True,True,,10,10,5.679187374997127,,,Quais são os 10 municípios de residência com mais internações?,"SELECT m.""NO_MUNICIPIO"" AS municipio, COUNT(*) AS total_internacoes
FROM internacoes i
LEFT JOIN municipios m
  ON i.""MUNIC_RES"" = m.""CO_MUNICIPIO_6D""
GROUP BY m.""NO_MUNICIPIO""
ORDER BY total_internacoes DESC, municipio ASC
LIMIT 10"
pydantic_ai,GT019,medium,True,True,True,True,False,False,,5,5,18.592294250000123,,,Quais os cinco municípios com mais internações obstétricas registradas?,"WITH obstetricas AS (
    SELECT
        i.MUNIC_RES,
        COUNT(*) AS total_internacoes
    FROM internacoes i
    JOIN cid c ON i.DIAG_PRINC = c.CID
    WHERE c.DS_GRUPO = 'O94-O99 Outras afecções obstétricas NCOP'
    GROUP BY i.MUNIC_RES
)
SELECT
    mu.NO_MUNICIPIO AS municipio,
    mu.SG_UF AS uf,
    o.total_internacoes
FROM obstetricas o
LEFT JOIN municipios mu
    ON o.MUNIC_RES = mu.CO_MUNICIPIO_6D
ORDER BY o.total_internacoes DESC, municipio ASC, uf ASC
LIMIT 5"
pydantic_ai,GT006,easy,True,True,True,True,True,True,False,1,1,3.834264166001958,,,Quantos municípios têm dados socioeconômicos registrados?,"SELECT COUNT(DISTINCT ""CO_MUNICIPIO_6D"") AS total_municipios
FROM socioeconomico"
pydantic_ai,GT078,hard,True,True,True,True,True,True,,30,30,14.441553791999468,,,"Quais são os 10 principais motivos de internação para pacientes com menos de 18 anos, entre 18 e 64 anos, e acima de 64 anos?","WITH base AS (
    SELECT
        CASE
            WHEN i.""IDADE"" < 18 THEN 'Menor de 18'
            WHEN i.""IDADE"" BETWEEN 18 AND 64 THEN '18 a 64'
            ELSE '65 ou mais'
        END AS faixa_etaria,
        c.""DESCRICAO"",
        COUNT(*) AS total_internacoes,
        ROW_NUMBER() OVER (
            PARTITION BY CASE
                WHEN i.""IDADE"" < 18 THEN 'Menor de 18'
                WHEN i.""IDADE"" BETWEEN 18 AND 64 THEN '18 a 64'
                ELSE '65 ou mais'
            END
            ORDER BY COUNT(*) DESC, c.""DESCRICAO"" ASC
        ) AS rn
    FROM internacoes i
    JOIN cid c ON i.""DIAG_PRINC"" = c.""CID""
    GROUP BY 1, 2
)
SELECT
    faixa_etaria,
    ""DESCRICAO"",
    total_internacoes
FROM base
WHERE rn <= 10
ORDER BY faixa_etaria, rn"
pydantic_ai,GT023,medium,True,True,True,True,True,True,True,1,1,5.158444249998865,,,Quantas internações de UTI resultaram em óbito?,"SELECT COUNT(*) AS uti_com_obito
FROM internacoes
WHERE ""VAL_UTI"" > 0
  AND ""MORTE"" = TRUE"
pydantic_ai,GT007,easy,True,True,True,True,True,True,True,1,1,4.320217874999798,,,Quantos registros de internação em UTI existem?,"SELECT COUNT(*) AS total_uti
FROM internacoes
WHERE VAL_UTI > 0"
pydantic_ai,GT079,hard,True,True,True,True,True,False,,10,10,7.338019999999233,,,Quais são os 10 procedimentos principais mais comuns entre internações de residentes no RS?,"SELECT p.""PROC_REA"", p.""NOME_PROC"" AS procedimento, COUNT(*) AS internacoes
FROM internacoes i
JOIN procedimentos p ON i.""PROC_REA"" = p.""PROC_REA""
JOIN municipios m ON i.""MUNIC_RES"" = m.""CO_MUNICIPIO_6D""
WHERE m.""SG_UF"" = 'RS'
GROUP BY p.""PROC_REA"", p.""NOME_PROC""
ORDER BY internacoes DESC, procedimento ASC
LIMIT 10"
pydantic_ai,GT024,medium,True,True,True,True,True,True,,1000,1000,3.6974350410018815,,,Quais CNES têm mais de 1000 internações registradas?,"SELECT i.""CNES"", COUNT(i.""N_AIH"") AS total_internacoes
FROM internacoes i
WHERE i.""CNES"" IS NOT NULL
GROUP BY i.""CNES""
HAVING COUNT(i.""N_AIH"") > 1000
ORDER BY total_internacoes DESC"
pydantic_ai,GT008,easy,True,True,True,True,True,True,True,1,1,5.677587250000215,,,Quantos casos de VDRL positivo foram registrados?,"SELECT COUNT(*) AS total_vdrl FROM internacoes WHERE ""IND_VDRL"" = true"
pydantic_ai,GT081,hard,True,True,True,True,True,False,,10,10,10.875731874999474,,,Quais são os 5 procedimentos principais mais registrados para cada sexo?,"WITH base AS (
    SELECT
        s.""DESCRICAO"" AS sexo,
        p.""PROC_REA"" AS PROC_REA,
        p.""NOME_PROC"" AS NOME_PROC,
        COUNT(*) AS internacoes,
        ROW_NUMBER() OVER (
            PARTITION BY s.""DESCRICAO""
            ORDER BY COUNT(*) DESC, p.""NOME_PROC"" ASC, p.""PROC_REA"" ASC
        ) AS rn
    FROM internacoes i
    JOIN sexo s
        ON i.""SEXO"" = s.""SEXO""
    JOIN procedimentos p
        ON i.""PROC_REA"" = p.""PROC_REA""
    GROUP BY
        s.""DESCRICAO"",
        p.""PROC_REA"",
        p.""NOME_PROC""
)
SELECT
    sexo,
    PROC_REA,
    NOME_PROC,
    internacoes
FROM base
WHERE rn <= 5
ORDER BY sexo, internacoes DESC, NOME_PROC ASC, PROC_REA ASC"
pydantic_ai,GT025,medium,True,True,True,True,True,True,True,1,1,4.195902833002037,,,Quantas internações com VDRL positivo resultaram em morte?,"SELECT COUNT(*) AS vdrl_positivo_obito
FROM internacoes
WHERE ""IND_VDRL"" = TRUE
  AND ""MORTE"" = TRUE"
pydantic_ai,GT009,easy,True,True,True,True,True,True,True,1,1,2.5635914580016106,,,Quantas especialidades médicas estão cadastradas?,SELECT COUNT(*) AS total_especialidades FROM especialidade
pydantic_ai,GT082,hard,True,True,True,True,True,True,,6,6,19.659866125002736,,,Quais são os 3 diagnósticos principais mais comuns entre pacientes com mais de 60 anos no estado de MA e no estado do RS?,"SELECT estado, ""DESCRICAO"", total
FROM (
    SELECT mu.""SG_UF"" AS estado,
           c.""DESCRICAO"",
           COUNT(*) AS total,
           ROW_NUMBER() OVER (
               PARTITION BY mu.""SG_UF""
               ORDER BY COUNT(*) DESC, c.""DESCRICAO"" ASC
           ) AS rn
    FROM internacoes i
    JOIN municipios mu ON i.""MUNIC_RES"" = mu.""CO_MUNICIPIO_6D""
    JOIN cid c ON i.""DIAG_PRINC"" = c.""CID""
    WHERE i.""IDADE"" > 60
      AND mu.""SG_UF"" IN ('MA', 'RS')
    GROUP BY mu.""SG_UF"", c.""DESCRICAO""
) sub
WHERE rn <= 3
ORDER BY estado, rn"
pydantic_ai,GT026,medium,True,True,True,True,True,True,False,1,1,3.277003708000848,,,Qual o valor médio das internações que resultaram em óbito?,"SELECT AVG(""VAL_TOT"") AS valor_medio_obitos
FROM internacoes
WHERE ""MORTE"" = TRUE
  AND ""VAL_TOT"" IS NOT NULL"
pydantic_ai,GT010,easy,True,True,True,True,True,True,True,1,1,2.7680648750028922,,,Quantos casos obstétricos foram registrados?,"SELECT COUNT(*) AS total_obstetricos FROM internacoes WHERE ""ESPEC"" = 2"
pydantic_ai,GT083,hard,True,True,True,True,True,False,,4,4,7.080499291001615,,,"Qual é a taxa de mortalidade por nível de instrução no estado do RS, considerando apenas grupos com mais de 1000 internações?","WITH agg AS (
    SELECT
        ins.""DESCRICAO"" AS nivel_instrucao,
        COUNT(*) AS internacoes,
        SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes,
        ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / NULLIF(COUNT(*), 0), 2) AS taxa_mortalidade
    FROM internacoes i
    JOIN instrucao ins
        ON i.""INSTRU"" = ins.""INSTRU""
    JOIN municipios mu
        ON i.""MUNIC_RES"" = mu.""CO_MUNICIPIO_6D""
    WHERE mu.""SG_UF"" = 'RS'
      AND i.""INSTRU"" IS NOT NULL
      AND i.""INSTRU"" <> 0
    GROUP BY ins.""DESCRICAO""
    HAVING COUNT(*) > 1000
)
SELECT
    nivel_instrucao,
    internacoes,
    total_mortes,
    taxa_mortalidade
FROM agg
ORDER BY taxa_mortalidade DESC, nivel_instrucao ASC"
pydantic_ai,GT027,medium,True,True,True,True,True,True,True,1,1,4.508840833001159,,,Quantas internações obstétricas foram registradas em UTI?,"SELECT COUNT(*) AS obstetricos_uti
FROM internacoes
WHERE ""ESPEC"" = 2
  AND ""VAL_UTI"" > 0"
langgraph_simple,GT001,easy,True,True,True,True,True,True,True,1,1,2.77544183399732,,,Quantas internações foram registradas no total?,SELECT COUNT(*) AS total_internacoes FROM internacoes;
langgraph_simple,GT021,hard,True,False,False,False,False,False,,5,0,6.438543500000378,empty_sql,SQL execution blocked: SQL inválido ou vazio,Quais são os 5 procedimentos principais mais registrados nas internações?,
langgraph_simple,GT011,medium,True,True,True,True,True,False,True,1,1,2.8701439169999503,,,Quantos pacientes têm vínculo previdenciário informado?,SELECT COUNT(*) AS pacientes_com_vinculo_previdenciario_informado FROM internacoes i WHERE i.VINCPREV IS NOT NULL AND i.VINCPREV <> 0;
langgraph_simple,GT002,easy,True,True,True,True,True,True,True,1,1,2.587668500000291,,,Quantas mortes foram registradas?,SELECT COUNT(*) AS total_mortes FROM internacoes WHERE MORTE = TRUE;
langgraph_simple,GT028,hard,True,True,True,True,False,False,,10,10,5.067970166001032,,,Quais sao os 10 municípios com mais de 100 internações com a maior taxa de mortalidade?,"WITH municipal_stats AS ( SELECT i.MUNIC_RES AS co_municipio_6d, COUNT(*) AS total_internacoes, SUM(CASE WHEN i.MORTE = TRUE THEN 1 ELSE 0 END) AS obitos, 1.0 * SUM(CASE WHEN i.MORTE = TRUE THEN 1 ELSE 0 END) / COUNT(*) AS taxa_mortalidade FROM internacoes i WHERE i.MUNIC_RES IS NOT NULL GROUP BY i.MUNIC_RES HAVING COUNT(*) > 100 ) SELECT m.NO_MUNICIPIO AS municipio, m.SG_UF AS uf, ms.total_internacoes, ms.obitos, ms.taxa_mortalidade FROM municipal_stats ms JOIN municipios m ON m.CO_MUNICIPIO_6D = ms.co_municipio_6d ORDER BY ms.taxa_mortalidade DESC, ms.total_internacoes DESC, municipio LIMIT 10;"
langgraph_simple,GT012,medium,True,True,True,True,False,False,False,1,1,2.6241167500011215,,,Quantos pacientes têm nível de instrução informado?,"SELECT COUNT(*) AS pacientes_com_instrucao_informada FROM internacoes i WHERE i.INSTRU IS NOT NULL AND i.INSTRU NOT IN (0, 9);"
langgraph_simple,GT003,easy,True,True,True,True,True,False,True,1,1,2.1572192500025267,,,Quantos procedimentos diferentes existem cadastrados?,SELECT COUNT(DISTINCT PROC_REA) AS procedimentos_diferentes FROM procedimentos;
